_id,chart,coordinates,depth,feature_type,gp_quality,history,latdec,londec,quasou,recrd,sounding_type,vesslterms,watlev
578f6fa3df35c7fbdbaee646,"US,US,graph,Chart 12286","[-76.849106,38.2906235]",0,Wrecks - Visible,,,38.2906235,-76.849106,,,,,partly submerged at high water
578f6fa3df35c7fbdbaee647,"US,US,graph,Chart 12286","[-76.650784,38.1042384]",0,"Wrecks - Submerged, dangerous",,,38.1042384,-76.650784,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee648,"US,US,graph,Chart 12286","[-76.9674389,38.2500025]",0,Wrecks - Visible,,,38.2500025,-76.9674389,,,,,partly submerged at high water
578f6fa3df35c7fbdbaee649,"US,US,graph,Chart 12286","[-76.6370019,38.1373385]",0,Wrecks - Visible,,,38.1373385,-76.6370019,,,,,partly submerged at high water
578f6fa3df35c7fbdbaee64a,"US,US,graph,Chart 12286","[-76.751932,38.2050495]",0,"Wrecks - Submerged, dangerous",,,38.2050495,-76.751932,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee64b,"US,US,graph,Chart 12286","[-76.8590594,38.287816]",0,Wrecks - Visible,,,38.287816,-76.8590594,,,,,partly submerged at high water
578f6fa3df35c7fbdbaee64c,"US,US,graph,Chart 12286","[-76.7237892,38.1014522]",0,"Wrecks - Submerged, dangerous",,,38.1014522,-76.7237892,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee64d,"US,US,graph,Chart 12286","[-76.975785,38.2483485]",0,"Wrecks - Submerged, dangerous",,,38.2483485,-76.975785,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee64e,"US,US,graph,Chart 12286","[-76.711758,38.1097575]",0,"Wrecks - Submerged, dangerous",,,38.1097575,-76.711758,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee64f,"US,US,graph,Chart 12286","[-76.85776,38.3078355]",0,Wrecks - Visible,,,38.3078355,-76.85776,,,,,partly submerged at high water
578f6fa3df35c7fbdbaee650,"US,US,graph,Chart 12286","[-76.841957,38.2677875]",0,Wrecks - Visible,,,38.2677875,-76.841957,,,,,partly submerged at high water
578f6fa3df35c7fbdbaee651,"US,US,graph,Chart 12286","[-76.972395,38.2481465]",0,"Wrecks - Submerged, dangerous",,,38.2481465,-76.972395,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee652,"US,US,graph,Chart 12287","[-77.0324041,38.3108913]",0,"Wrecks - Submerged, dangerous",,,38.3108913,-77.0324041,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee653,"US,US,graph,Chart 12287","[-76.9805539,38.3409635]",0.3,"Wrecks - Submerged, dangerous",,,38.3409635,-76.9805539,value reported (not confirmed),,,,always under water/submerged
578f6fa3df35c7fbdbaee654,"US,US,graph,Chart 12287","[-76.969831,38.2734675]",0,"Wrecks - Submerged, dangerous",,,38.2734675,-76.969831,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee655,"US,US,graph,Chart 12287","[-76.985712,38.3283195]",0,"Wrecks - Submerged, dangerous",,,38.3283195,-76.985712,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee656,"US,US,graph,Chart 12287","[-76.986072,38.3667535]",0,"Wrecks - Submerged, dangerous",,,38.3667535,-76.986072,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee657,"US,US,graph,Chart 12288","[-77.241647,38.5458355]",0,Wrecks - Visible,,,38.5458355,-77.241647,,,,,always dry
578f6fa3df35c7fbdbaee658,"US,US,graph,Chart 12288","[-76.9941437,38.3993299]",0,"Wrecks - Submerged, dangerous",,Wrecks,38.3993299,-76.9941437,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee659,"US,US,graph,Chart 12288","[-77.044057,38.4169935]",0,"Wrecks - Submerged, dangerous",,,38.4169935,-77.044057,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee65a,"US,US,graph,Chart 12288","[-77.145539,38.3858295]",0,"Wrecks - Submerged, dangerous",,,38.3858295,-77.145539,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee65b,"US,US,graph,Chart 12288","[-77.1795759,38.3444985]",0,"Wrecks - Submerged, dangerous",,,38.3444985,-77.1795759,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee65c,"US,US,graph,Chart 12288","[-77.2747329,38.4832163]",0,Wrecks - Visible,,,38.4832163,-77.2747329,,,,,always dry
578f6fa3df35c7fbdbaee65d,"US,US,graph,Chart 12288","[-77.2669,38.4569095]",0,"Wrecks - Submerged, dangerous",,,38.4569095,-77.2669,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee65e,"US,US,graph,Chart 12288","[-77.268457,38.4976445]",0,"Wrecks - Submerged, dangerous",,,38.4976445,-77.268457,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee65f,"US,US,graph,Chart 12288","[-77.2664367,38.4675815]",0,"Wrecks - Submerged, dangerous",,,38.4675815,-77.2664367,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee660,"US,US,graph,Chart 12288","[-77.17568,38.4333495]",0,"Wrecks - Submerged, dangerous",,,38.4333495,-77.17568,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee661,"US,US,graph,Chart 12288","[-77.270122,38.4691395]",0,Wrecks - Visible,,,38.4691395,-77.270122,,,,,always dry
578f6fa3df35c7fbdbaee662,"US,US,graph,Chart 12288","[-77.35277,38.4190065]",0,"Wrecks - Submerged, dangerous",,,38.4190065,-77.35277,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee663,"US,US,graph,Chart 12288","[-77.2852189,38.5353565]",0,"Wrecks - Submerged, dangerous",,,38.5353565,-77.2852189,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee664,"US,US,graph,Chart 12288","[-77.074653,38.3901635]",0,"Wrecks - Submerged, dangerous",,,38.3901635,-77.074653,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee665,"US,US,reprt,5thCGD,LNM 37/02","[-77.2687578,38.3346428]",0,"Wrecks - Submerged, dangerous",,,38.3346428,-77.2687578,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee666,"US,US,graph,Chart 12288","[-77.273498,38.4796665]",0,"Wrecks - Submerged, dangerous",,,38.4796665,-77.273498,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee667,"US,US,graph,Chart 12288","[-77.264927,38.4404785]",0,"Wrecks - Submerged, dangerous",,,38.4404785,-77.264927,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee668,"US,US,graph,Chart 12288","[-77.049931,38.4000785]",0,"Wrecks - Submerged, dangerous",,,38.4000785,-77.049931,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee669,"US,US,graph,Chart 12288","[-77.2663188,38.4690014]",0,"Wrecks - Submerged, dangerous",,,38.4690014,-77.2663188,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee66a,"US,US,graph,Chart 12288","[-77.269858,38.4582075]",0,"Wrecks - Submerged, dangerous",,,38.4582075,-77.269858,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee66b,"US,US,graph,Chart 12288","[-77.216548,38.3500185]",0,"Wrecks - Submerged, dangerous",,,38.3500185,-77.216548,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee66c,"US,US,graph,Chart 12288","[-77.212398,38.3387075]",0,Wrecks - Visible,,,38.3387075,-77.212398,,,,,always dry
578f6fa3df35c7fbdbaee66d,"US,US,graph,Chart 12289","[-77.045114,38.7617788]",0,"Wrecks - Submerged, dangerous",,,38.7617788,-77.045114,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee66e,"US,US,graph,Chart 12289","[-77.0197592,38.7894857]",0,"Wrecks - Submerged, dangerous",,,38.7894857,-77.0197592,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee66f,"US,US,graph,Chart 12289","[-77.0246325,38.7973272]",0,Wrecks - Visible,,,38.7973272,-77.0246325,,,,,always dry
578f6fa3df35c7fbdbaee670,"US,US,graph,Chart 12289","[-77.059812,38.8981783]",0,"Wrecks - Submerged, nondangerous",,,38.8981783,-77.059812,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee671,"US,US,graph,Chart 12289","[-77.1921299,38.5587535]",0,Wrecks - Visible,,Wrecks,38.5587535,-77.1921299,,,,,always dry
578f6fa3df35c7fbdbaee672,"US,US,graph,Chart 12289","[-77.0251336,38.7964397]",0,"Wrecks - Submerged, dangerous",,,38.7964397,-77.0251336,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee673,"US,US,graph,Chart 12289","[-77.0212122,38.7823619]",0,"Wrecks - Submerged, dangerous",,,38.7823619,-77.0212122,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee674,"US,US,graph,Chart 12289","[-77.2521551,38.6795539]",0,"Wrecks - Submerged, nondangerous",,,38.6795539,-77.2521551,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee675,"US,US,graph,Chart 12289","[-77.045697,38.7599225]",1.8,"Wrecks - Submerged, dangerous",,Wrecks,38.7599225,-77.045697,"least depth unknown, safe clearance at value shown",,,,always under water/submerged
578f6fa3df35c7fbdbaee676,"US,US,graph,Chart 12289","[-77.0317161,38.8091968]",0,"Wrecks - Submerged, dangerous",,,38.8091968,-77.0317161,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee677,"US,US,graph,Chart 12289","[-77.0357285,38.7230812]",0,"Wrecks - Submerged, dangerous",,,38.7230812,-77.0357285,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee678,"US,US,graph,FE-628","[-77.0116056,38.8631556]",2.4,"Wrecks - Submerged, dangerous",,,38.8631556,-77.0116056,depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee679,"US,US,graph,Chart 12289","[-77.029581,38.7970057]",0,"Wrecks - Submerged, dangerous",,,38.7970057,-77.029581,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee67a,"US,US,graph,Chart 12289","[-77.0091623,38.8666304]",0,"Wrecks - Submerged, dangerous",,,38.8666304,-77.0091623,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee67b,"US,US,graph,Chart 12289","[-77.0062207,38.8705303]",0,"Wrecks - Submerged, dangerous",,Wrecks,38.8705303,-77.0062207,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee67c,"US,US,graph,Chart 12289","[-77.0181539,38.7881858]",0,"Wrecks - Submerged, dangerous",,,38.7881858,-77.0181539,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee67d,"US,US,graph,Chart 12289","[-77.0156257,38.7873923]",0,"Wrecks - Submerged, dangerous",,,38.7873923,-77.0156257,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee67e,"US,US,graph,Chart 12289","[-77.0474306,38.7791681]",0,"Wrecks - Submerged, dangerous",,,38.7791681,-77.0474306,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee67f,"US,US,graph,Chart 12289","[-77.059321,38.7049035]",0,"Wrecks - Submerged, dangerous",,,38.7049035,-77.059321,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee680,"US,US,graph,Chart 12289","[-77.1145137,38.6580092]",0,"Wrecks - Submerged, dangerous",,,38.6580092,-77.1145137,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee681,"US,US,graph,Chart 12289","[-77.0149991,38.788029]",0,"Wrecks - Submerged, dangerous",,,38.788029,-77.0149991,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee682,"US,US,graph,Chart 12289","[-77.030597,38.7947655]",0,"Wrecks - Submerged, dangerous",,,38.7947655,-77.030597,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee683,"US,US,graph,Chart 12289","[-77.0429824,38.7502015]",0,"Wrecks - Submerged, dangerous",,,38.7502015,-77.0429824,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee684,"US,US,graph,Chart 12289","[-77.22823,38.6525635]",0,"Wrecks - Submerged, dangerous",,,38.6525635,-77.22823,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee685,"US,US,graph,Chart 12289","[-77.0284436,38.7971746]",0,"Wrecks - Submerged, dangerous",,,38.7971746,-77.0284436,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee686,"US,US,graph,Chart 12289","[-77.114434,38.6598925]",0,Wrecks - Visible,,,38.6598925,-77.114434,,,,,always dry
578f6fa3df35c7fbdbaee687,"US,US,graph,Chart 12289","[-77.108519,38.6963725]",0,"Wrecks - Submerged, dangerous",,,38.6963725,-77.108519,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee688,"US,US,graph,Chart 12289","[-77.2210822,38.6427285]",0.9,"Wrecks - Submerged, dangerous",,,38.6427285,-77.2210822,"least depth unknown, safe clearance at value shown",,,,always under water/submerged
578f6fa3df35c7fbdbaee689,"US,US,graph,Chart 12289","[-77.0662148,38.6967517]",0,"Wrecks - Submerged, dangerous",,,38.6967517,-77.0662148,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee68a,"US,US,graph,Chart 12289","[-77.1131405,38.6983231]",0,"Wrecks - Submerged, dangerous",,,38.6983231,-77.1131405,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee68b,"US,US,graph,Chart 12289","[-77.1888851,38.5572581]",0,Wrecks - Visible,,,38.5572581,-77.1888851,,,,,always dry
578f6fa3df35c7fbdbaee68c,"US,US,graph,Chart 12289","[-77.1894724,38.5568081]",0,Wrecks - Visible,,,38.5568081,-77.1894724,,,,,always dry
578f6fa3df35c7fbdbaee68d,"US,US,graph,Chart 12289","[-77.142907,38.5865835]",0,"Wrecks - Submerged, dangerous",,Wrecks,38.5865835,-77.142907,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee68e,"US,US,graph,Chart 12289","[-77.1919606,38.585995]",0,"Wrecks - Submerged, dangerous",,,38.585995,-77.1919606,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee68f,"US,US,graph,Chart 12289","[-77.2349714,38.658726]",0,"Wrecks - Submerged, dangerous",,,38.658726,-77.2349714,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee690,"US,US,graph,Chart 12289","[-77.041051,38.7648815]",0,"Wrecks - Submerged, dangerous",,,38.7648815,-77.041051,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee691,"US,US,graph,Chart 12289","[-77.0513962,38.8777052]",0,"Wrecks - Submerged, dangerous",,Wrecks,38.8777052,-77.0513962,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee692,"US,US,graph,Chart 12289","[-77.0305232,38.7316513]",0,"Wrecks - Submerged, nondangerous",,,38.7316513,-77.0305232,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee693,"US,US,graph,Chart 12289","[-77.209231,38.6251565]",0,Wrecks - Visible,,,38.6251565,-77.209231,,,,,always dry
578f6fa3df35c7fbdbaee694,"US,US,graph,Chart 12289","[-76.9767198,38.8779962]",0,"Wrecks - Submerged, dangerous",,,38.8779962,-76.9767198,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee695,"US,US,graph,Chart 12289","[-77.141857,38.6347015]",0,"Wrecks - Submerged, dangerous",,,38.6347015,-77.141857,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee696,"US,US,graph,Chart 12289","[-77.233758,38.6568065]",0,Wrecks - Visible,,,38.6568065,-77.233758,,,,,always dry
578f6fa3df35c7fbdbaee697,"US,US,graph,Chart 12289","[-77.1539217,38.668096]",0,"Wrecks - Submerged, dangerous",,,38.668096,-77.1539217,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee698,"US,US,graph,Chart 12289","[-77.0264304,38.7806876]",0,"Wrecks - Submerged, dangerous",,,38.7806876,-77.0264304,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee699,"US,US,graph,Chart 12289","[-77.1987303,38.6459023]",0,Wrecks - Visible,,,38.6459023,-77.1987303,,,,,always dry
578f6fa3df35c7fbdbaee69a,"US,US,graph,Chart 12289","[-77.1516886,38.672554]",0,"Wrecks - Submerged, dangerous",,,38.672554,-77.1516886,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee69b,"US,US,graph,Chart 12289","[-76.983551,38.8760515]",0,"Wrecks - Submerged, dangerous",,Wrecks,38.8760515,-76.983551,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee69c,"US,US,graph,Chart 12289","[-77.221573,38.6442035]",1.2,"Wrecks - Submerged, dangerous",,,38.6442035,-77.221573,"least depth unknown, safe clearance at value shown",,,,always under water/submerged
578f6fa3df35c7fbdbaee69d,"US,US,graph,Chart 12289","[-77.2414458,38.6677009]",0,"Wrecks - Submerged, dangerous",,,38.6677009,-77.2414458,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee69e,"US,US,graph,Chart 12289","[-77.0219453,38.7817022]",0,"Wrecks - Submerged, dangerous",,,38.7817022,-77.0219453,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee69f,"US,US,graph,Chart 12289","[-77.0266365,38.7949298]",0,"Wrecks - Submerged, dangerous",,,38.7949298,-77.0266365,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6a0,"US,US,graph,Chart 12289","[-77.2014791,38.6578502]",0,"Wrecks - Submerged, dangerous",,,38.6578502,-77.2014791,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6a1,"US,US,graph,Chart 12289","[-77.193403,38.5613885]",0,Wrecks - Visible,,,38.5613885,-77.193403,,,,,always dry
578f6fa3df35c7fbdbaee6a2,"US,US,graph,Chart 12289","[-77.2181211,38.6383729]",0,Wrecks - Visible,,Wrecks,38.6383729,-77.2181211,,,,,always dry
578f6fa3df35c7fbdbaee6a3,"US,US,graph,Chart 12289","[-77.0597144,38.8954211]",0,"Wrecks - Submerged, dangerous",,,38.8954211,-77.0597144,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6a4,"US,US,graph,Chart 12289","[-77.242962,38.6691485]",0,"Wrecks - Submerged, dangerous",,,38.6691485,-77.242962,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6a5,"US,US,graph,Chart 12289","[-77.031815,38.8009405]",0.6,"Wrecks - Submerged, dangerous",,,38.8009405,-77.031815,"least depth unknown, safe clearance at value shown",,,,always under water/submerged
578f6fa3df35c7fbdbaee6a6,"US,US,graph,Chart 12289","[-77.22587,38.6366785]",0.9,"Wrecks - Submerged, dangerous",,,38.6366785,-77.22587,"least depth unknown, safe clearance at value shown",,,,always under water/submerged
578f6fa3df35c7fbdbaee6a7,"US,US,graph,Chart 12289","[-77.0377619,38.8391845]",0,"Wrecks - Submerged, dangerous",,,38.8391845,-77.0377619,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6a8,"US,US,graph,Chart 12289","[-76.973326,38.8794715]",0,Wrecks - Visible,,,38.8794715,-76.973326,,,,,always dry
578f6fa3df35c7fbdbaee6a9,"US,US,graph,Chart 12289","[-77.0218447,38.7807274]",0,Wrecks - Visible,,,38.7807274,-77.0218447,,,,,always dry
578f6fa3df35c7fbdbaee6aa,"US,US,graph,Chart 12289","[-77.0462007,38.7493266]",0,"Wrecks - Submerged, dangerous",,,38.7493266,-77.0462007,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6ab,"US,US,graph,Chart 12289","[-77.0743495,38.695655]",0,"Wrecks - Submerged, dangerous",,,38.695655,-77.0743495,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6ac,"US,US,graph,FE-628","[-77.0268694,38.8318944]",7,,,,38.8318944,-77.0268694,,,,,always under water/submerged
578f6fa3df35c7fbdbaee6ad,"US,US,graph,FE-628","[-77.0314944,38.8817]",4.8,"Wrecks - Submerged, dangerous",,,38.8817,-77.0314944,depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6ae,"US,US,graph,FE-628","[-77.0552306,38.88585]",3.9,"Wrecks - Submerged, dangerous",,,38.88585,-77.0552306,depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6af,"US,US,graph,Chart 12211","[-75.0948805,38.3329813]",0,Wrecks - Visible,,,38.3329813,-75.0948805,,,,,always dry
578f6fa3df35c7fbdbaee6b0,"US,US,reprt,DD-13938-39","[-75.0937774,38.3269387]",0,"Wrecks - Submerged, dangerous",,,38.3269387,-75.0937774,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6b1,"US,US,graph,Chart 12211","[-75.1008481,38.3224562]",0,Wrecks - Visible,,,38.3224562,-75.1008481,,,,,always dry
578f6fa3df35c7fbdbaee6b2,"US,US,graph,Chart 12211","[-75.0943795,38.3225078]",0,Wrecks - Visible,,,38.3225078,-75.0943795,,,,,always dry
578f6fa3df35c7fbdbaee6b3,"US,US,graph,Chart 12211","[-75.0983028,38.3318723]",0,Wrecks - Visible,,,38.3318723,-75.0983028,,,,,always dry
578f6fa3df35c7fbdbaee6b4,"US,US,graph,Chart 12211","[-75.0912466,38.3251518]",0,"Wrecks - Submerged, dangerous",,,38.3251518,-75.0912466,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6b5,"US,US,graph,Chart 12211","[-75.0890305,38.3219321]",2.7,"Wrecks - Submerged, dangerous",,,38.3219321,-75.0890305,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6b6,"US,US,graph,Chart 12211","[-75.0868041,38.3153794]",0,"Wrecks - Submerged, dangerous",,,38.3153794,-75.0868041,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6b7,"US,US,graph,Chart 12211","[-75.0783067,38.3240017]",0,"Wrecks - Submerged, dangerous",,,38.3240017,-75.0783067,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6b8,"US,US,graph,chart 13286","[-70.5616667,43.3016854]",0,Wrecks - Visible,,,43.3016854,-70.5616667,,,,,always dry
578f6fa3df35c7fbdbaee6b9,"US,US,graph,Chart 13292","[-70.2079569,43.5467777]",0,"Wrecks - Submerged, dangerous",,,43.5467777,-70.2079569,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6ba,"US,US,graph,Chart 13292","[-70.254009,43.6451961]",0,"Wrecks - Submerged, dangerous",,,43.6451961,-70.254009,depth unknown,,,,covers and uncovers
578f6fa3df35c7fbdbaee6bb,"US,US,graph,Chart 13292","[-70.2602529,43.6406014]",0,Wrecks - Visible,,,43.6406014,-70.2602529,,,,,always dry
578f6fa3df35c7fbdbaee6bc,"US,US,graph,Chart 13292","[-70.2459611,43.6500917]",0,"Wrecks - Submerged, dangerous",,,43.6500917,-70.2459611,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6bd,"US,US,graph,Chart 13292","[-70.2479138,43.6444791]",0,Wrecks - Visible,,,43.6444791,-70.2479138,,,,,always dry
578f6fa3df35c7fbdbaee6be,"US,US,graph,Chart 13292","[-70.2476317,43.6441297]",0,Wrecks - Visible,,,43.6441297,-70.2476317,,,,,always dry
578f6fa3df35c7fbdbaee6bf,"US,US,graph,Chart 13292","[-70.2478231,43.6434914]",0,Wrecks - Visible,,,43.6434914,-70.2478231,,,,,always dry
578f6fa3df35c7fbdbaee6c0,"US,US,graph,Chart 13292","[-70.2478584,43.6429445]",0,Wrecks - Visible,,,43.6429445,-70.2478584,,,,,always dry
578f6fa3df35c7fbdbaee6c1,"US,US,graph,Chart 13292","[-70.2535733,43.6453772]",0,"Wrecks - Submerged, dangerous",,,43.6453772,-70.2535733,depth unknown,,,,covers and uncovers
578f6fa3df35c7fbdbaee6c2,"US,US,graph,H 12494","[-70.22075,43.6685556]",3.9,"Wrecks - Submerged, dangerous",,,43.6685556,-70.22075,depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6c3,"US,US,graph,Chart 13292","[-70.2029119,43.6691645]",0,Wrecks - Visible,,,43.6691645,-70.2029119,,,,,always dry
578f6fa3df35c7fbdbaee6c4,"US,US,graph,Chart 13292","[-70.203184,43.668883]",0,Wrecks - Visible,,,43.668883,-70.203184,,,,,always dry
578f6fa3df35c7fbdbaee6c5,"US,US,graph,Chart 13292","[-70.1635546,43.6438773]",24,"Wrecks - Submerged, nondangerous",,,43.6438773,-70.1635546,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6c6,"US,US,reprt,DD-22136","[-70.2092169,43.6504839]",0.9,"Wrecks - Submerged, dangerous",,,43.6504839,-70.2092169,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6c7,"US,US,graph,H12494","[-70.218981,43.6690253]",-0.3,Wrecks - Visible,,,43.6690253,-70.218981,least depth known,,,,covers and uncovers
578f6fa3df35c7fbdbaee6c8,"US,US,reprt,L-57/13","[-70.2425556,43.6531389]",8.2,"Wrecks - Submerged, dangerous",,,43.6531389,-70.2425556,least depth known,,found by multi-beam,,always under water/submerged
578f6fa3df35c7fbdbaee6c9,"US,US,graph,H 12494","[-70.2098466,43.6617116]",6.7,"Wrecks - Submerged, dangerous",,,43.6617116,-70.2098466,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6ca,"US,US,graph,Chart 13292","[-70.1941619,43.7081733]",5.7,"Wrecks - Submerged, dangerous",,,43.7081733,-70.1941619,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6cb,"US,US,graph,Chart 13292","[-70.1856764,43.7228833]",1.5,"Wrecks - Submerged, dangerous",,,43.7228833,-70.1856764,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6cc,"US,US,graph,Chart 13292","[-70.1380022,43.7067993]",0,Wrecks - Visible,,,43.7067993,-70.1380022,,,,,always dry
578f6fa3df35c7fbdbaee6cd,"US,US,graph,Chart 13292","[-70.1366295,43.7070898]",0,Wrecks - Visible,,,43.7070898,-70.1366295,,,,,always dry
578f6fa3df35c7fbdbaee6ce,"US,US,reprt,1stCGD,LNM 01/99","[-70.1128051,43.7008498]",0,"Wrecks - Submerged, dangerous",,,43.7008498,-70.1128051,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaee6cf,"US,US,graph,Chart 13292","[-70.1350226,43.7162467]",10.9,"Wrecks - Submerged, dangerous",,,43.7162467,-70.1350226,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6d0,"US,US,graph,Chart 13292","[-70.1383599,43.7368301]",7.9,"Wrecks - Submerged, dangerous",,,43.7368301,-70.1383599,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6d1,"US,US,graph,Chart 13292","[-70.1401003,43.7475984]",6.7,"Wrecks - Submerged, dangerous",,,43.7475984,-70.1401003,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6d2,"US,US,reprt,1st GCD, LNM 38/12","[-70.128545,43.7664]",0,"Wrecks - Submerged, dangerous",,,43.7664,-70.128545,,,,,always under water/submerged
578f6fa3df35c7fbdbaee6d3,"US,US,graph,BP-174909","[-70.203804,43.53524]",33.5,"Wrecks - Submerged, nondangerous",,,43.53524,-70.203804,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6d4,"US,US,graph,Chart 13290","[-70.171906,43.530365]",39.9,"Wrecks - Submerged, nondangerous",,,43.530365,-70.171906,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaee6d5,"US,US,reprt,L-329/06","[-70.0231513,43.5647536]",0,"Wrecks - Submerged, nondangerous",,,43.5647536,-70.0231513,depth unknown,,,Ami Rae,always under water/submerged
